title,year,genre,users_rating,votes,languages,directors,runtime
#FriendButMarried 2,2020,Biography,6.5,120,Indonesian,Rako Prijanto,100 min
4 Mantan,2020,Thriller,6.4,8,Indonesian,Hanny Saputra,80 min
Aku Tahu Kapan Kamu Mati,2020,Horror,5.4,17,Indonesian,Hadrah Daeng Ratu,92 min
Anak Garuda,2020,Adventure,9.1,27,Indonesian,Faozan Rizal,129 min
Dignitate,2020,Drama,7.6,33,Indonesian,Fajar Nugros,109 min
Guru-Guru Gokil,2020,Comedy,6.1,153,Indonesian,Sammaria Simanjuntak,101 min
Hunter in the Blue Side of Manchester,2020,Biography,6.2,21,English,Rako Prijanto,90 min
Janin,2020,Horror,6.1,7,Indonesian,Ook Budiyono,85 min
Mangkujiwo,2020,Horror,5.9,67,Indonesian,Azhar Kinoi Lubis,109 min
Mariposa,2020,Drama,8.5,54,Indonesian,Fajar Bustomi,117 min
May the Devil Take You: Chapter Two,2020,Horror,6.3,150,Indonesian,Timo Tjahjanto,110 min
Milea,2020,Drama,6.1,239,Indonesian,Pidi Baiq,102 min
Nanti Kita Cerita Tentang Hari Ini,2020,Drama,7.5,678,Indonesian,Angga Dwimas Sasongko,121 min
Nikah Yuk,2020,Drama,6.9,15,Indonesian,Adhe Dharmastriya,94 min
Rasuk 2,2020,Horror,6.4,9,Indonesian,Rizal Mantovani,95 min
Si Doel the Movie 3,2020,Drama,7.2,82,Indonesian,Rano Karno,93 min
Surat dari Kematian,2020,Horror,6.2,5,Indonesian,Hestu Saputra,86 min
Temen Kondangan,2020,Comedy,6,11,Indonesian,Iip Sariful Hanan,86 min
Titus: Mystery of the Enygma,2020,Animation,6.2,10,Indonesian,Dineshkumar Subashchandra,95 min
Toko Barang Mantan,2020,Comedy,6.3,71,Indonesian,Viva Westi,98 min
#Malam Jumat: The Movie,2019,Horror,5.3,47,Indonesian,Hadrah Daeng Ratu,91 min
#MoveOnAja,2019,Comedy,6.3,6,Indonesian,Hestu Saputra,
27 Steps of May,2019,Drama,8.2,280,Indonesian,Ravi L. Bharwani,112 min
99 Nama Cinta,2019,Drama,8,13,Indonesian,Danial Rifki,106 min
Abracadabra,2019,Comedy,5.9,39,Indonesian,Faozan Rizal,86 min
After Met You,2019,Drama,7.8,48,Indonesian,Patrick Effendy,107 min
Ajari Aku Islam,2019,Drama,7.1,34,Indonesian,Deni Pusung,93 min
Ambu,2019,Drama,7.8,16,Indonesian,Farid Dermawan,118 min
Anak Hoki,2019,Drama,4.7,11,Indonesian,Ginanti Rona Tembang Sari,97 min
Anak Muda Palsu,2019,Comedy,8.8,23,Indonesian,Ihdar Nur,103 min
Antologi Rasa,2019,Drama,7.2,98,Indonesian,Rizal Mantovani,108 min
Arwah Noni Belanda,2019,Horror,6.2,5,Indonesian,Agus Pestol,75 min
Bebas,2019,Comedy,7.3,358,Indonesian,Riri Riza,119 min
Bike Boyz,2019,Comedy,7.2,9,Indonesian,Aris Nugraha,95 min
Bridezilla,2019,Comedy,6,33,Indonesian,Andibachtiar Yusuf,94 min
Bumi Itu Bulat,2019,Drama,7.3,9,Indonesian,Ron Widodo,103 min
Calon Bini,2019,Comedy,7,43,Indonesian,Asep Kusdinar,96 min
Danur 3: Sunyaruri,2019,Horror,4.7,102,Indonesian,Awi Suryadi,90 min
Darah Daging,2019,Action,7.2,17,Indonesian,Sarjono Sutrisno,83 min
Death Whisper,2019,Horror,6.4,146,Indonesian,Awi Suryadi,91 min
Dilan 1991,2019,Drama,6.6,724,Indonesian,Pidi Baiq,121 min
Doremi & You,2019,Drama,7.8,39,Indonesian,B.W. Purba Negara,99 min
DreadOut,2019,Adventure,5.3,390,Indonesian,Kimo Stamboel,97 min
Dua Garis Biru,2019,Drama,8,763,Indonesian,Ginatri S. Noer,113 min
Eggnoid,2019,Drama,6.2,27,Indonesian,Naya Anindita,102 min
Ghost Writer,2019,Comedy,6.8,261,Indonesian,Bene Dion Rajagukguk,97 min
Gundala,2019,Action,6.5,"3,112",Indonesian,Joko Anwar,123 min
Habibie & Ainun 3,2019,Biography,7,133,Indonesian,Hanung Bramantyo,121 min
Hayya: The Power of Love 2,2019,Drama,5,147,Indonesian,Jastis Arimba,101 min
Hiruk-Pikuk Si Al-Kisah,2019,Drama,6.5,46,Indonesian,Yosep Anggi Noen,106 min
Hit & Run,2019,Action,6.2,157,Indonesian,Ody C. Harahap,114 min
Homecoming,2019,Drama,7.5,6,Indonesian,Adriyanto Dewo,93 min
Horas Amang: Tiga Bulan Untuk Selamanya,2019,Comedy,9.4,16,Indonesian,Irham Acho Bahtiar,109 min
Humba Dreams,2019,Drama,7,22,Indonesian,Riri Riza,75 min
Ikut Aku ke Neraka,2019,Horror,5.8,43,Indonesian,Azhar Kinoi Lubis,90 min
Imperfect,2019,Comedy,7.8,624,Indonesian,Ernest Prakasa,113 min
Impetigore,2019,Drama,6.9,"1,877",Indonesian,Joko Anwar,106 min
Iqro: My Universe,2019,Drama,6.6,8,Indonesian,Iqbal Alfajri,101 min
Jeritan Malam,2019,Horror,6.5,35,Indonesian,Rocky Soraya,119 min
"Kajeng Kliwon, Nightmare in Bali",2019,Horror,4.5,6,Indonesian,Bambang Drias,76 min
Kapal Goyang Kapten,2019,Comedy,6.6,23,Indonesian,Raymond Handaya,110 min
Kelam,2019,Horror,4.5,6,Indonesian,Erwin Arnada,75 min
Kembalinya Anak Iblis,2019,Horror,5,10,Indonesian,Rudy Soedjarwo,84 min
Koboy Kampus,2019,Comedy,5.8,19,Indonesian,Pidi Baiq,92 min
Koki-Koki Cilik 2,2019,Drama,6.8,9,Indonesian,Viva Westi,91 min
Kuambil Lagi Hatiku,2019,Drama,8.4,5,Indonesian,Azhar Kinoi Lubis,123 min
Kuntilanak 2,2019,Horror,4.8,73,Indonesian,Rizal Mantovani,100 min
Kutuk,2019,Horror,6.4,18,Indonesian,Rudi Aryanto,
Lagi-Lagi Ateng,2019,Comedy,5.9,14,Indonesian,Monty Tiwa,108 min
Lampor: Keranda Terbang,2019,Drama,6.7,53,Indonesian,Guntur Soeharjanto,95 min
Laundry Show,2019,Comedy,7.4,57,Indonesian,Rizki Balki,97 min
Leak (Penangkeb),2019,Horror,7.8,5,Indonesian,Mimi Jegon,75 min
Lorong,2019,Horror,5.4,14,Indonesian,Hestu Saputra,
Love Is Blind,2019,Comedy,6,125,Indonesian,Rachmania Arunita,86 min
Love for Sale 2,2019,Drama,7,372,Indonesian,Andibachtiar Yusuf,92 min
Lukisan Ratu Kidul,2019,Horror,6.5,11,Indonesian,Ginanti Rona Tembang Sari,90 min
Mahasiswi Baru,2019,Comedy,5.9,78,Indonesian,Monty Tiwa,96 min
Makmum,2019,Horror,4.3,127,Indonesian,Hadrah Daeng Ratu,95 min
Mantan Manten,2019,Drama,7.1,121,Indonesian,Farishad I. Latjuba,102 min
Mata Batin 2,2019,Drama,5.5,385,Indonesian,Rocky Soraya,116 min
MatiAnak,2019,Horror,6.9,57,Indonesian,Derby Romero,85 min
Matt & Mou,2019,Comedy,7.5,49,Indonesian,Monty Tiwa,96 min
Mekah I'm Coming,2019,Comedy,7.3,35,Indonesian,Jeihan Angga,93 min
MeloDylan,2019,Drama,7,28,Indonesian,Fajar Nugros,92 min
Mendadak Kaya,2019,Comedy,6.1,22,Indonesian,Anggy Umbara,92 min
My Stupid Boss 2,2019,Adventure,6.6,305,Indonesian,Upi Avianto,96 min
Nightmare Side: Delusional,2019,Horror,5,5,Indonesian,Joel Fadly,100 min
Orang Kaya Baru,2019,Comedy,6.4,431,Indonesian,Ody C. Harahap,96 min
PSP: Gaya Mahasiswa,2019,Comedy,5.5,24,Indonesian,Hilman Mutasi,96 min
Pariban: Idola dari Tanah Jawa,2019,Comedy,7.2,36,Indonesian,Andibachtiar Yusuf,101 min
Perjanjian dengan Iblis,2019,Horror,5.3,22,Indonesian,Ardy Octaviand,80 min
Pintu Merah,2019,Horror,6.3,9,Indonesian,Noviandra Santosa,
Pocong the Origin,2019,Adventure,5.9,84,Indonesian,Monty Tiwa,90 min
Pohon Terkenal,2019,Drama,8.1,25,Indonesian,Annisa Meutia Amir,96 min
Preman Pensiun,2019,Comedy,7,117,Indonesian,Aris Nugraha,94 min
Pretty Boys,2019,Comedy,6.8,373,Indonesian,Tompi,100 min
Ratu Ilmu Hitam,2019,Horror,6.8,531,Indonesian,Kimo Stamboel,99 min
Rembulan Tenggelam di Wajahmu,2019,Drama,5.9,12,Indonesian,Danial Rifki,93 min
Reva: Guna Guna,2019,Horror,4.9,9,Indonesian,Jose Poernomo,80 min
Ritual,2019,Horror,4.9,7,Indonesian,Findo Purwono,72 min
Roh Fasik,2019,Horror,6.5,22,Indonesian,Ubay Fox,90 min
Roy Kiyoshi: The Untold Story,2019,Horror,2,61,Indonesian,Jose Poernomo,86 min
Rumah Kentang: The Beginning,2019,Drama,5.1,37,Indonesian,Rizal Mantovani,102 min
Rumah Merah Putih,2019,Drama,7.8,13,Indonesian,Ari Sihasale,96 min
Rumput Tetangga,2019,Comedy,7.5,37,Indonesian,Guntur Soeharjanto,104 min
Sabyan Menjemput Mimpi,2019,Drama,5.7,9,Indonesian,Alim Ishaq,94 min
Satu Suro,2019,Horror,6.3,27,Indonesian,Anggy Umbara,94 min
Say I Love You,2019,Drama,7.3,11,Indonesian,Faozan Rizal,106 min
Sekte,2019,Horror,6.3,42,Indonesian,William Chandra,89 min
Senior,2019,Drama,8.1,11,Indonesian,Indra Gunawan,94 min
Si Doel the Movie 2,2019,Drama,7,148,Indonesian,Rano Karno,95 min
Si Manis Jembatan Ancol,2019,Horror,5.6,42,Indonesian,Anggy Umbara,116 min
Sin,2019,Drama,7.8,53,Indonesian,Herwin Novianto,100 min
Single 2,2019,Comedy,7.2,75,Indonesian,Raditya Dika,128 min
Susi Susanti: Love All,2019,Biography,7.5,141,Indonesian,Sim F.,96 min
Tabu: Mengusik Gerbang Iblis,2019,Horror,5.6,19,Indonesian,Angling Sagaran,96 min
Tembang Lingsir,2019,Horror,5.2,19,Indonesian,Rizal Mantovani,90 min
Terimakasih Cinta,2019,Drama,7.8,10,Indonesian,Tema Patrosza,101 min
Terlalu Tampan,2019,Comedy,7,278,Indonesian,Sabrina Rochelle Kalangie,106 min
The Fugitive,2019,Drama,3.7,53,Indonesian,Richard Oh,98 min
The Sacred Riana: Beginning,2019,Horror,6.9,54,Indonesian,Billy Christian,111 min
The Santri,2019,Adventure,3.9,10,Indonesian,Ken Zheng,
The Way I Love You,2019,Drama,7.5,19,Indonesian,Rudi Aryanto,94 min
This Earth of Mankind,2019,Drama,6.6,514,Indonesian,Hanung Bramantyo,181 min
Trinity Traveler,2019,Adventure,5.8,16,Indonesian,Rizal Mantovani,97 min
Twivortiare,2019,Drama,5.8,165,Indonesian,Benni Setiawan,103 min
Uka-Uka the Movie: Nini Tulang,2019,Horror,4.8,12,Indonesian,Ubay Fox,92 min
Warkop DKI Reborn 3,2019,Adventure,4.4,102,Indonesian,Rako Prijanto,103 min
Wedding Agreement,2019,Drama,5.9,112,Indonesian,Archie Hekagery,100 min
Yowis Ben 2,2019,Comedy,7.2,197,Indonesian,Fajar Nugros,109 min
Zeta: When the Dead Awaken,2019,Action,5.8,12,Indonesian,Amanda Iswan,
#FriendButMarried,2018,Biography,6.9,483,Indonesian,Rako Prijanto,
13: The Haunted,2018,Horror,5.6,41,Indonesian,Rudy Soedjarwo,107 min
212: The Power of Love,2018,Drama,5,71,Indonesian,Jastis Arimba,85 min
22 Menit,2018,Action,6.2,121,Indonesian,Eugene Panji,71 min
3 Dara 2,2018,Comedy,7,24,Indonesian,Monty Tiwa,89 min
A Man Called Ahok,2018,Biography,8.7,"4,235",Indonesian,Putrama Tuta,102 min
Aib #Cyberbully,2018,Horror,5.2,28,Indonesian,,75 min
Alas Pati: Hutan Mati,2018,Adventure,5.2,61,Indonesian,Jose Poernomo,82 min
Ananta,2018,Comedy,8,52,Indonesian,Rizki Balki,91 min
Arini,2018,Drama,7.5,84,Indonesian,Ismail Basbeth,
Aruna & Lidahnya,2018,Drama,7.3,539,Indonesian,Edwin,106 min
Arwah Tumbal Nyai the Trilogy: Part Arwah,2018,Horror,3.7,45,Indonesian,Arie Azis,104 min
Arwah Tumbal Nyai the Trilogy: Part Nyai,2018,Horror,5.3,17,Indonesian,Arie Azis,99 min
Asal Kau Bahagia,2018,Drama,7.5,59,Indonesian,Rako Prijanto,88 min
Asih,2018,Horror,5.3,156,Indonesian,Awi Suryadi,77 min
Assalamualaikum Calon Imam,2018,Drama,7.8,14,Indonesian,Findo Purwono,
Ave Maryam,2018,Drama,7.3,234,Indonesian,Robby Ertanto,85 min
Baco Becce,2018,Comedy,8.8,23,Indonesian,Syahrir Arsyad Dini,87 min
Bayi Gaib: Bayi Tumbal Bayi Mati,2018,Horror,6.6,7,Indonesian,Rizal Mantovani,93 min
Belok Kanan Barcelona,2018,Adventure,7.1,89,Indonesian,Guntur Soeharjanto,107 min
Benyamin Biang Kerok,2018,Comedy,2.9,213,Indonesian,Hanung Bramantyo,
Bisikan Iblis,2018,Horror,4.9,34,Indonesian,Hanny Saputra,87 min
Bodyguard Ugal-Ugalan,2018,Comedy,5.7,52,Indonesian,Irham Acho Bahtiar,91 min
Buffalo Boys,2018,Action,5.8,"1,004",Indonesian,Mike Wiluan,102 min
Cinta sama dengan Cindolo Na Tape,2018,Comedy,8.3,9,Indonesian,Andi Burhamzah,
DOA (Doyok-Otoy-Ali Oncom): Cari Jodoh,2018,Comedy,6.1,54,Indonesian,Anggy Umbara,83 min
Dancing in the Rain,2018,Drama,8.1,59,Indonesian,Rudi Aryanto,101 min
Danur 2: Maddah,2018,Horror,5.7,354,Indonesian,Awi Suryadi,92 min
Dear Nathan Hello Salma,2018,Drama,8,195,Indonesian,Indra Gunawan,101 min
Dilan 1990,2018,Drama,7.3,"2,799",Indonesian,Pidi Baiq,127 min
Dimsum Martabak,2018,Comedy,6.2,63,Indonesian,Andreas Sullivan,98 min
Dongeng Mistis,2018,Horror,6.6,22,Indonesian,Orizon Astonia,88 min
Eiffel I'm in Love 2,2018,Drama,6.8,329,Indonesian,Rizal Mantovani,
Generasi Micin,2018,Comedy,6.4,72,Indonesian,Fajar Nugros,88 min
Gentayangan,2018,Horror,4.8,19,Indonesian,Shyam Ramsay,84 min
Gila Lu Ndro,2018,Comedy,5.2,49,Indonesian,Herwin Novianto,79 min
Hanum & Rangga: Faith & The City,2018,Drama,1.2,"3,490",Indonesian,Benni Setiawan,90 min
Insya Allah Sah 2,2018,Action,7.2,42,Indonesian,Anggy Umbara,91 min
Jaga Pocong,2018,Horror,6.9,140,Indonesian,Hadrah Daeng Ratu,83 min
Jailangkung 2,2018,Horror,4,109,Indonesian,Rizal Mantovani,83 min
Jaran Goyang,2018,Horror,4.7,16,Indonesian,Findo Purwono,79 min
Jelita Sejuba: Mencintai Kesatria Negara,2018,Drama,9.1,240,Indonesian,Ray Nayoan,
Kafir: Bersekutu dengan Setan,2018,Drama,7,367,Indonesian,Azhar Kinoi Lubis,97 min
Keluarga Cemara,2018,Drama,7.9,558,Indonesian,Yandy Laurens,110 min
Kenapa Harus Bule?,2018,Drama,6.5,22,Indonesian,Andri Cung,
Kesempatan Kedu(d)a,2018,Comedy,7,8,Indonesian,Awi Suryadi,99 min
Kisah Dua Jendela,2018,Drama,7.4,11,Indonesian,Paul Agusta,92 min
Koki-Koki Cilik,2018,Drama,7.3,35,Indonesian,Ifa Isfansyah,91 min
Kucumbu Tubuh Indahku,2018,Drama,7.5,337,Indonesian,Garin Nugroho,105 min
Kulari ke Pantai,2018,Adventure,7.8,201,Indonesian,Riri Riza,112 min
Kuntilanak,2018,Comedy,4.8,493,Indonesian,Rizal Mantovani,105 min
Liam dan Laila,2018,Drama,7.5,11,Minangkabau,Arief Malinmudo,94 min
Lima,2018,Drama,6.8,36,Indonesian,Harvan Agustriansyah,
Love for Sale,2018,Drama,7.4,792,Indonesian,Andibachtiar Yusuf,100 min
Mama Mama Jagoan,2018,Comedy,7.2,11,Indonesian,Sidi Saleh,94 min
May the Devil Take You,2018,Horror,6,"3,015",Indonesian,Timo Tjahjanto,110 min
Meet Me After Sunset,2018,Drama,8,53,Indonesian,Danial Rifki,96 min
Menunggu Pagi,2018,Drama,7.4,21,Indonesian,Teddy Soeriaatmadja,82 min
Message Man,2018,Action,6,"2,486",Indonesian,Corey Pearson,91 min
Milly & Mamet: Ini Bukan Cinta & Rangga,2018,Comedy,7.4,558,Indonesian,Ernest Prakasa,101 min
Moonrise Over Egypt,2018,History,7.5,24,Indonesian,Pandu Adi Putra,112 min
Pai kau,2018,Drama,6.9,21,Indonesian,Sidi Saleh,
Partikelir,2018,Action,6.3,98,Indonesian,Pandji Pragiwaksono,
Petualangan Menangkap Petir,2018,Drama,7,34,Indonesian,Kuntz Agus,
"R: Raja, Ratu, & Rahasia",2018,Drama,7.2,45,Indonesian,Findo Purwono,98 min
Rasuk,2018,Horror,5.4,69,Indonesian,Ubay Fox,90 min
Reuni Z,2018,Comedy,5,67,Indonesian,Soleh Solihun,98 min
Revan & Reina,2018,Drama,8.4,32,Indonesian,Andreas Sullivan,98 min
Rompis,2018,Drama,7.9,185,Indonesian,Monty Tiwa,99 min
Rumah Belanda,2018,Horror,5.7,18,Indonesian,Hedy Suryawan,
Sabrina,2018,Horror,4.2,"1,397",Indonesian,Rocky Soraya,113 min
Sajen,2018,Horror,5.4,50,Indonesian,Hanny Saputra,
Sakral,2018,Horror,6.8,39,Indonesian,Tema Patrosza,90 min
Serendipity,2018,Drama,8.5,65,Indonesian,Indra Gunawan,107 min
Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi,2018,Horror,6.5,52,Indonesian,Sammaria Simanjuntak,90 min
Sesuai Aplikasi,2018,Comedy,6.6,49,Indonesian,Adink Liwutang,89 min
Si Doel the Movie,2018,Drama,7.1,370,Indonesian,Rano Karno,85 min
Siap Gan!,2018,Comedy,7.4,11,Indonesian,Ody C. Harahap,92 min
Silam,2018,Horror,5.3,33,Indonesian,Jose Poernomo,80 min
Skull,2018,Action,6.4,111,Indonesian,Yusron Fuadi,107 min
Something in Between,2018,Drama,8.2,92,Indonesian,Asep Kusdinar,100 min
"Sultan Agung: Tahta, Perjuangan, Cinta",2018,Action,6.9,140,Indonesian,Hanung Bramantyo,148 min
Suzzanna: Bernapas dalam Kubur,2018,Comedy,5.6,736,Indonesian,Rocky Soraya,125 min
Target,2018,Comedy,4,359,Indonesian,Raditya Dika,93 min
Terbang: Menembus Langit,2018,Biography,7.4,58,Indonesian,Fajar Nugros,
The Gift,2018,Drama,7.5,57,Indonesian,Hanung Bramantyo,
The Night Comes for Us,2018,Action,7,"19,856",Indonesian,Timo Tjahjanto,121 min
The Perfect Husband,2018,Drama,7.1,53,Indonesian,Rudi Aryanto,108 min
The Returning,2018,Horror,6,18,Indonesian,Witra Asliga,88 min
The Secret: Suster Ngesot Urban Legend,2018,Horror,3.5,27,Indonesian,Raffi Ahmad,82 min
Tujuh Bidadari,2018,Horror,6.6,8,Indonesian,Muhammad Yusuf,90 min
Tumbal: The Ritual,2018,Horror,7.3,6,Indonesian,,92 min
Tusuk Jelangkung di Lubang Buaya,2018,Horror,2.4,18,Indonesian,Erwin Arnada,82 min
Udah Putusin Aja!,2018,Drama,7.3,11,Indonesian,Rolly Subhandani,88 min
Wahana Rumah Hantu,2018,Adventure,2.8,8,Indonesian,Anto Lupus,115 min
Wiro Sableng 212,2018,Action,7.2,"1,327",Indonesian,Angga Dwimas Sasongko,123 min
Yowis Ben,2018,Comedy,8.4,"3,080",Indonesian,Fajar Nugros,
12:06 Rumah Kucing,2017,Horror,3.5,17,Indonesian,Chiska Doppert,78 min
5 Cowok Jagoan,2017,Action,6.7,14,Indonesian,Anggy Umbara,106 min
"A: Aku, Benci, & Cinta",2017,Drama,7.5,138,Indonesian,Rizki Balki,
After School Horror 2,2017,Horror,5.1,17,Indonesian,Nayato Fio Nuala,
Baracas: Barisan Anti Cinta Asmara,2017,Comedy,6.3,15,Indonesian,Pidi Baiq,92 min
Berangkat!,2017,Comedy,7.4,17,Indonesian,Naya Anindita,
Beyond Skyline,2017,Action,5.3,"17,778",English,Liam O'Donnell,106 min
Bukaan 8,2017,Comedy,7.2,102,Indonesian,Angga Dwimas Sasongko,104 min
Chrisye,2017,Biography,7.3,61,Indonesian,Rizal Mantovani,
Critical Eleven,2017,Drama,7.3,561,Indonesian,Robert Ronny,135 min
Danur: I Can See Ghosts,2017,Horror,5.4,623,Indonesian,Awi Suryadi,74 min
Dear Nathan,2017,Drama,7,357,Indonesian,Indra Gunawan,99 min
Demi Cinta,2017,Comedy,7.2,13,Indonesian,Azhar Kinoi Lubis,95 min
Duka Sedalam Cinta,2017,Drama,8.7,25,Indonesian,Firman Syah,
Filosofi Kopi 2: Ben & Jody,2017,Adventure,7.3,321,Indonesian,Angga Dwimas Sasongko,108 min
Galih dan Ratna,2017,Drama,6.6,191,Indonesian,Lucky Kuswandi,112 min
Gasing Tengkorak,2017,Horror,4.8,64,Indonesian,Jose Poernomo,
Hantu Gunung Kawi,2017,Horror,6,5,Indonesian,Nayato Fio Nuala,91 min
Hujan Bulan Juni,2017,Drama,7.5,75,Indonesian,Hestu Saputra,96 min
Insya Allah Sah,2017,Comedy,5.7,83,Indonesian,Benni Setiawan,83 min
Jailangkung,2017,Horror,3.7,221,Indonesian,Rizal Mantovani,86 min
Jomblo,2017,Comedy,6.6,74,Indonesian,Hanung Bramantyo,117 min
KAILI: Karena Aku Ingin Kembali,2017,Drama,8.2,16,Indonesian,Andi Syahwal Mattuju,
Kartini,2017,Biography,7.7,336,Indonesian,Hanung Bramantyo,122 min
Keluarga Tak Kasat Mata,2017,Horror,3.5,110,Indonesian,Hedy Suryawan,
Labuan Hati,2017,Drama,7.6,9,Indonesian,Lola Amaria,100 min
London Love Story 2,2017,Drama,7,7,Indonesian,Asep Kusdinar,101 min
Mantan,2017,Drama,7,20,Indonesian,Svetlana Dea,
Marlina the Murderer in Four Acts,2017,Drama,7,"2,350",Indonesian,Mouly Surya,93 min
Mars Met Venus (Part Cewe),2017,Comedy,7.6,8,Indonesian,Hadrah Daeng Ratu,98 min
Mata Batin,2017,Drama,5.1,"1,059",Indonesian,Rocky Soraya,107 min
Mau Jadi Apa?,2017,Comedy,7.5,13,Indonesian,Soleh Solihun,103 min
Merah Putih Memanggil,2017,Action,8.7,69,Indonesian,Mirwan Suwarso,95 min
Mereka Yang Tak Terlihat,2017,Horror,6.5,105,Indonesian,Billy Christian,95 min
Moammar Emka's Jakarta Undercover,2017,Drama,7.2,107,Indonesian,Fajar Nugros,129 min
Mooncake Story,2017,Drama,6.5,10,Indonesian,Garin Nugroho,94 min
My Generation,2017,Drama,7,62,Indonesian,Upi Avianto,106 min
Night Bus,2017,Crime,7.1,145,Indonesian,Emil Heradi,139 min
One Fine Day,2017,Drama,6.8,151,Indonesian,Asep Kusdinar,102 min
Perfect Dream,2017,Drama,6.8,8,Indonesian,Hestu Saputra,
Pertaruhan,2017,Action,8,71,Indonesian,Krishto D. Alam,
Petak Umpet Minako,2017,Horror,6.6,54,Indonesian,Billy Christian,
Posesif,2017,Drama,7.3,740,Indonesian,Edwin,102 min
Rafathar,2017,Adventure,1.4,880,Indonesian,Bounty Umbara,91 min
Ruqyah: The Exorcism,2017,Horror,4,65,Indonesian,Jose Poernomo,89 min
Satan's Slaves,2017,Drama,6.6,"6,877",Indonesian,Joko Anwar,107 min
Satria Heroes: Revenge of the Darkness,2017,Action,3.2,37,Indonesian,Kenzô Maihara,92 min
Satu Hari Nanti,2017,Drama,6.4,45,Indonesian,Salman Aristo,
Security Ugal-Ugalan,2017,Action,7.9,7,Indonesian,Irham Acho Bahtiar,98 min
Sekala Niskala,2017,Drama,6.9,298,Indonesian,Kamila Andini,83 min
Si Juki,2017,Animation,6.4,90,Indonesian,Faza Meonk,
Silariang the Movie,2017,Drama,8,27,Indonesian,Wisnu Adi,
Stip & Pensil,2017,Comedy,6.7,111,Indonesian,Ardy Octaviand,98 min
Suhu Beku: The Movie,2017,Drama,7.7,6,Indonesian,Rusmin Nuryadin,88 min
Surat Cinta Untuk Starla the Movie,2017,Drama,7,370,Indonesian,Rudi Aryanto,90 min
Surat Kecil Untuk Tuhan,2017,Drama,7.4,121,Indonesian,Fajar Bustomi,
Surau dan Silek,2017,Drama,8.8,62,Minangkabau,Arief Malinmudo,
Surga Yang Tak Dirindukan 2,2017,Drama,7.1,359,Indonesian,Hanung Bramantyo,121 min
Susah Sinyal,2017,Comedy,7.1,773,Indonesian,Ernest Prakasa,110 min
Sweet 20,2017,Comedy,7.3,285,Indonesian,Ody C. Harahap,110 min
The Carousel Never Stops Turning,2017,Drama,6.8,20,Indonesian,Ismail Basbeth,84 min
The Curse,2017,Horror,5.3,19,Indonesian,Muhammad Yusuf,
The Doll 2,2017,Horror,5.4,398,Indonesian,Rocky Soraya,117 min
The Guys,2017,Comedy,6.7,254,Indonesian,Raditya Dika,115 min
The Underdogs,2017,Comedy,7.1,63,Indonesian,Adink Liwutang,99 min
"Trinity, The Nekad Traveler",2017,Adventure,7.3,61,Indonesian,Rizal Mantovani,103 min
Ular Tangga,2017,Horror,5.8,33,Indonesian,Arie Azis,
Valentine,2017,Action,4.7,504,Indonesian,Ubay Fox,105 min
Verses of Love 2,2017,Drama,5.6,533,Indonesian,Guntur Soeharjanto,125 min
Wage,2017,Biography,8.8,43,Indonesian,John de Rantau,
Warkop DKI Reborn: Jangkrik Boss Part 2,2017,Adventure,5.5,404,Indonesian,Anggy Umbara,
3 Srikandi,2016,Biography,6.6,196,Indonesian,Iman Brotoseno,
Aach... Aku Jatuh Cinta,2016,Drama,6.5,51,Indonesian,Garin Nugroho,85 min
Aku Ingin Ibu Pulang,2016,Drama,8,6,Indonesian,Monty Tiwa,101 min
Algojo: Perang Santet,2016,Action,1.6,49,Indonesian,Rudy Soedjarwo,94 min
Bangkit!,2016,Action,6.4,14,Indonesian,Rako Prijanto,
Bulan Terbelah di Langit Amerika 2,2016,Adventure,4.4,153,Indonesian,Rizal Mantovani,100 min
Catatan Dodol Calon Dokter,2016,Comedy,6.6,52,Indonesian,Ifa Isfansyah,103 min
Cek Toko Sebelah,2016,Comedy,8,"1,472",Indonesian,Ernest Prakasa,104 min
Cinta Laki-Laki Biasa,2016,Drama,7.9,34,Indonesian,Guntur Soeharjanto,
Comic 8: Casino Kings Part 2,2016,Action,6.1,307,Indonesian,Anggy Umbara,
Dear Love,2016,Romance,7.2,15,Indonesian,Dedy Syah,105 min
Emma' (Mother),2016,Drama,7.1,109,Indonesian,Riri Riza,77 min
Firegate,2016,Adventure,6.5,98,Indonesian,Rizal Mantovani,113 min
Hangout,2016,Comedy,5.9,564,Indonesian,Raditya Dika,101 min
Headshot,2016,Action,6.3,"12,507",Indonesian,Kimo Stamboel,118 min
I Am Hope,2016,Drama,7.2,12,Indonesian,Adilla Dimitri,115 min
ILY from 38.000 Ft,2016,Drama,6,111,Indonesian,Asep Kusdinar,102 min
Indera ke Enam,2016,Thriller,5.8,18,Indonesian,Wisnu Kuncoro,77 min
Ini Kisah Tiga Dara,2016,Drama,6.7,40,Indonesian,Nia Di Nata,124 min
Iseng,2016,Drama,7,22,Indonesian,Adrian Tang,100 min
Istirahatlah Kata-Kata,2016,Adventure,7.3,217,Indonesian,Yosep Anggi Noen,97 min
Jagoan Instan,2016,Action,5.3,23,Indonesian,Fajar Bustomi,96 min
Jilbab Traveler: Love Sparks in Korea,2016,Drama,6.9,14,Indonesian,Guntur Soeharjanto,112 min
Jingga,2016,Drama,7,7,Indonesian,Lola Amaria,102 min
Juara,2016,Action,6,6,Indonesian,Charles Gozali,106 min
